,Date,Time,Activation,Q&A?,Pre-event tech check complete?,Partner,Title,Description,PS Manager,Moderator,Responsible for Screen Recording,Any technical issues?,Detail/ Comments,Reschedule required?,Reschedule status,Rescheduled Date,Rescheduled Time,Screen record UUID,Screen records link,Vimeo Link,Room Access Link,UUID_extracted
150,"Friday, December 4",1.30pm - 2pm,Live Masterclass,True,False,Enterprise Estonia (Marika),e-Estonia: The startup journey in the land of unicorns,"Join the Estonian Investment Agency for a one-of-a-kind startup journey, which takes you through all the key steps and phases of a startup, from establishing and building your company to raising capital and conquering the world. After this online e-Estonia experience, you will be confident that Estonia is the best place to start and grow your company. You’ll explore the secrets that make Estonia #1 in unicorns per capita, and will be able to see clearly why the best deals come from there. ",Rebecca C,Tom,Marie,,,,,,,WS20_94_780050460_PTH_MTC,Hyperlink to Aaron folder,,,780050460
151,"Friday, December 4",1.30pm - 2pm,Live Masterclass,True,False,Microsoft ,Marketing with purpose: Building trusted brand experiences,"Marketers today are in a unique situation to reimagine brand experience based on purpose. The Microsoft team is inviting you to try a new mindset, going from product-centric to people-centric. When you focus on what the people you serve value, you find purpose, build trust, and more.",Conor,Janina,Ciara,,,,,,,WS20_121_780050376_PTH_MTC,Hyperlink to Aaron folder,,,780050376
152,"Friday, December 4",1.30pm - 2pm,Pre-recorded Masterclass,False,False,Huawei ,Tech for nature conservation and cultural preservation,How technology can support fair and effective nature conservation – a global discussion.,Conor,Aoileann,,,,,,,,,,,,
153,"Friday, December 4",2pm - 2.30pm,Pre-recorded Masterclass,,False,AWS,The serverless startup,"Today, it is possible to build highly scalable and performant web applications without running any servers. In this session, AWS developer advocate Marcia Villalba will explore a combination of technologies that allow you to host your frontend, backend and data using serverless technologies.",Conor,Allison,,,,,,,,,,,,
154,"Friday, December 4",2pm - 2.30pm,Live Masterclass,True,False,Design Terminal/Visegrad Fund,V4 Tech: Small things matter,"In this masterclass, the executive director of the Visegrad Fund (V4), Szilágyiné Bátorfi, focuses on past stories of innovation and technology in the V4 region, and presents recent patents and successes from regional tech companies and research institutes.",Gary,Gary,Nas,,,,,,,WS20_103_780050521_PTH_MTC,Hyperlink to Aaron folder,,,780050521
155,"Friday, December 4",2pm - 2.30pm,Live Masterclass,False,False,Linode,Architecting Kubernetes applications on Linode,"In this masterclass, James Hunt will guide you through the design and implementation of a modern application atop the Linode technology stack. He'll cover everything from setting up a platform using Linode Kubernetes Engine (LKE) to deploying data services, and from configuring routing to building and running the parts of the application. At the end if the session, you'll have an application you can be proud of, built on an infrastructure you can trust.",Gary,Micky,Paddy G,,,,,,,WS20_128_858027301_PTH_MTC,Hyperlink to Aaron folder,,,858027301
156,"Friday, December 4",2pm - 2.30pm,Pre-recorded Masterclass,True,False,Google,Boost your entrepreneurship skills with Women Will,"Women Will is a Grow with Google program that focuses on economic empowerment for women across the world. In this introductory workshop tailored to aspiring women entrepreneurs, you will learn how to plan, launch and grow your business.",Elaine,Elaine,,,,,,,,,,,,
157,"Friday, December 4",2pm- 2.45pm,Targeted RT,,,Siemens,The power of reinventing yourself: Innovation is key,"How can your business survive for more than 150 years? We look into the combination of young, innovative ideas and long-lasting values. 
How can you integrate innovation in your daily business?",Janina,Keith,,,,,,,,,,,,
158,"Friday, December 4",2.30pm - 3pm,Pre-recorded Masterclass,,False,AWS,Amazon AI services,"Keen to find out why the Amazon Machine Learning stack has the broadest and deepest set of capabilities? In this session, machine learning specialist solutions architect Megan Leoni will explain the AWS approach to machine learning and give an introduction to Amazon Personalize, Amazon Rekognition, Amazon Lex, and other AWS AI services.",Conor,Beca,,,,,,,,,,,,
159,"Friday, December 4",2.30pm - 3pm,Live Masterclass,False,False,Accenture,Adopt a zero-based technology to fuel growth [Hosted by Accenture],Investing to improve IT has always been difficult. Dramatically cutting IT spending isn’t the answer either – it chokes growth and ignores reinvestment. We’ll discuss how zero-based technology can help generate cash for reinvestment in IT capabilities that drive long-term growth and value.,Janina,Janina,Cathal,,,,,,,WS20_133_858027676_PTH_MTC,Hyperlink to Aaron folder,,,858027676
160,"Friday, December 4",2.30pm - 3pm,Pre-recorded Masterclass,False,False,Huawei ,Women who work with developers,"Kira is the lead of Huawei's Nordic development technical support engineering team. In this session, she is going to share 20 years' worth of stories and her experience of working with developers.",Conor,Rebecca C,,,,,,,,,,,,
161,"Friday, December 4",2.30pm - 3pm,Live Masterclass,True,False,Cloudflare,State of 2020 DDoS threat landscape,"Learn about the evolving DDoS threat landscape from Cloudflare’s vantage point, as the product team shares 2020 DDoS trends and observations. Omer Yoachimik, DDoS Product Manager at Cloudflare will showcase how Cloudflare is uniquely positioned to help protect you from DDoS attacks and cyber threats, helping businesses to manage the implications of the current crisis on their infrastructure.",Aaron,Mirella,Clem,,,,,,,WS20_18_780050365_PTH_MTC,,,,780050365
162,"Friday, December 4",3pm - 3.30pm ,Live Masterclass,False,False,PromPeru,,,Aaron,Ciara,Jen,,,,,,,,Hyperlink to Aaron folder,,,
163,"Friday, December 4",3pm - 3.30pm ,Live Masterclass,False,False,Cloudflare,Don't let bots ruin your holiday business,"Got 15 minutes? Let's talk about how bots drive around 40 percent of internet traffic, and how bad bot activities spike during the holiday season. Bots have become sophisticated, and traditional approaches such as rate-limiting, WAF and homegrown solutions are no longer effective. The rise of the online shopping trend during the holiday season provides attackers the perfect opportunity to target vulnerable businesses.",Aaron,Aaron,Fin,,,,,,,WS20_55_780050487_PTH_MTC,Hyperlink to Aaron folder,,,780050487
164,"Friday, December 4",3pm - 3.30pm ,Live Masterclass,True,False,Microsoft ,Create serverless applications on Microsoft Azure,"Azure Functions enable the creation of event driven, compute-on-demand systems that can be triggered by external events. Learn how to use functions to build serverless architectures.",Conor,Karl,Tom,,,,,,,WS20_123_780050391_PTH_MTC,Hyperlink to Aaron folder,,,780050391
165,"Friday, December 4",3pm - 3.30pm ,Pre-recorded Masterclass,False,False,Huawei ,Grow your business with Huawei Ads,"Join this session to discover how you, as a developer, can monetise your inventory and, as an advertiser, can have a new, efficient channel to reach 700 million Huawei smartphone users. ",Conor,Conor,,,,,,,,,,,,
166,"Friday, December 4",3pm- 3.45pm,GA RT,,,Hubspot,Your Ops Playbook is Broken. Here's What's Next.,"Want to turn your Ops team from reactive firefighters to customer-centric strategists? In this session, you'll learn about HubSpot's RevOps transformation and get tips on streamlining your ops team.",Beca,Grace,,,,,,,,,,,,
167,"Friday, December 4",3.30pm - 4pm,Pre-recorded Masterclass,False,False,Huawei ,Expand user reach with Huawei Assistant and Huawei Ability Gallery,"Want to expand your user reach? Learn how, through a one-time integration process, Gallery can support intelligent distribution of your app to multiple devices with various touchpoints. ",Conor,Rebecca C,,,,,,,,,,,,
168,"Friday, December 4",3.30pm - 4pm,Live Masterclass,True,False,UN Global Compact,SDG Ambition: Designing business systems for the SDGs,"Setting ambitious goals and targets aligned with absolute benchmarks is the first step for businesses to deliver on the sustainable development goals (SDGs), but meaningful progress also requires businesses to more deeply integrate those goals across their functions and processes. Based on the work of SDG Ambition, this masterclass will explore how you can use innovation to accelerate sustainability commitments that create measurable value for business, society and our planet.",Beca,Beca,Aoileann,,,,,,,WS20_115_780050614_PTH_MTC,,,,780050614
169,"Friday, December 4",3.30pm - 4pm,Live Masterclass,True,False,Microsoft ,,,Conor,Cathal,Henry,,,,,,,,,,,
170,"Friday, December 4",4pm - 4.30pm,Live Masterclass,False,False,Euroconsumers,My Data Is Mine,"The My Data Is Mine award was created by Euroconsumers to support young scholars who have an innovative approach to data protection issues, and who can offer a visionary contribution to privacy in Europe and worldwide. During this masterclass with Marco Scaldione, professor of law at European University, the 2020 My Data Is Mine winner will be announced. ",Gary,Gary,Marie,,,,,,,WS20_67_780050431_PTH_MTC,Hyperlink to Aaron folder,,,780050431
171,"Friday, December 4",4pm - 4.30pm,Live Masterclass,True,False,PMI,PMI Citizen Developer in action: Learn the basics,"Join citizen developer Jody Temple White to see the power of low-code/no-code, which empowers employees and provides relief to overburdened IT departments. Explore the PMI Citizen Development Body of Knowledge (CDBOK-) to learn best practices for using Citizen Development at scale.
",Elaine,Elaine,Mirella,,,,,,,WS20_92_780050498_PTH_MTC,Hyperlink to Aaron folder,,,780050498
172,"Friday, December 4",4pm - 4.30pm,Pre-recorded Masterclass,True,False,Lisbon City Council,Women4Climate: Leading the way for a sustainable future,"Women make up close to half the world’s population but, although they are often disproportionately impacted by climate change, their voices are not always heard due to lack of inclusion and representation at the decision-making level. Now more than ever, enhancing women’s participation and leadership in the conversation around climate action will be critical to securing a healthy, prosperous and sustainable future for us all.",Elaine,Allison,,,,,,,,,,,,
173,"Friday, December 4",4pm - 4.30pm,Pre-recorded Masterclass,,False,Huawei,,,Conor,Jen,,,,,,,,,,,,
174,"Friday, December 4",4.30pm - 5pm,Live Masterclass,True,False,Microsoft ,Meet the team: Microsoft for Startups,"Microsoft for Startups is a free, global program dedicated to helping B2B startups successfully scale their companies. Join our session, meet our team, and learn how we work with startups.",Conor,Aaron,Craig,,,,,,,WS20_124_780050396_PTH_MTC,Hyperlink to Aaron folder,,,780050396
175,"Friday, December 4",4.30pm - 5pm,Pre-recorded Masterclass,,False,Huawei,"Grow in China, win with AppGallery","In this session, Huawei releases its white paper on global app development in China, giving advice on releasing apps in China, and offering insight into user acquisition and monetisation.",Conor,Janina,,,,,,,,,,,,
176,"Friday, December 4",5pm - 5.30pm,Pre-recorded Masterclass,,False,Huawei,Explore the changing world of ecommerce,"The ecommerce industry is experiencing growth. In this session, industry experts and ecosystem partners discuss lessons learned, challenges, and the opportunities for upgrading UX created by new tech.",Conor,Beca,,,,,,,,,,,,
177,"Friday, December 4",5pm- 5.45pm,Targeted RT,,,PMI,Business agility: Frameworks v continuous improvement,"Does business agility come from adopting an agile scaling framework, from 'growing' it yourself, or from something else?  ",Elaine,Elaine,,,,,,,,,,,,
178,"Friday, December 4",5:30pm - 6pm,Live Masterclass,True,False,Techleap (Picnic Technologies),Antifragile as opportunity for the next normal,"Why has the Covid pandemic made some companies stronger and blown others to bits? While many analysts and tech strategists tried to explain it with industry specifics, a deeper look shows that it comes to how you organise your business and tech teams. This session will look at why going from resilient to antifragile will open the doors for the next normal, and examples show how antifragility allows you to benefit from external stress and become a stronger player in your industry.",Rebecca C,Rebecca C,Michael,,,,,,,WS20_80_780050482_PTH_MTC,Hyperlink to Aaron folder,,,780050482
179,Startup Masterclasses,,,,,,,,,,,,,,,,,,,,,
180,,,Startup Masterclass,False,False,B Captial,,How to prepare for Series B  growth and beyond,,Maria,Alice,,,,,,,WS20_4_791352340_STU_MTC,Hyperlink to Aaron folder,,,791352340
181,,,Startup Masterclass,False,False,Twilio,,Customer growth and engagement - a startup’s guide,Beca,Maria,Alice,,,,,,,WS20_7_791352371_STU_MTC,Hyperlink to Aaron folder,,,791352371
182,,,Startup Masterclass,False,False,Commerce Ventures,,Creative approaches to raising funds,,Maria,Alice,,,,,,,WS20_5_791352354_STU_MTC,Hyperlink to Aaron folder,,,791352354
183,,,Startup Masterclass,False,False,Lightspeed Venture Partners,,How to construct the right cap table for your company,,Maria,Alice,,,,,,,WS20_8_791352378_STU_MTC,Hyperlink to Aaron folder,,,791352378
184,,,Startup Masterclass,False,False,SOSV/Chinaccelerator,,,,Maria,Alice,,,,,,,WS20_9_791352387_STU_MTC,Hyperlink to Aaron folder,,,791352387
185,,,Startup Masterclass,False,False,Freshworks,,The SaaS Metrics that absolutely matter,Beca,Maria,Alice,,,,,,,WS20_10_791352396_STU_MTC,Hyperlink to Aaron folder,,,791352396
186,,,Startup Masterclass,False,False,,,,,Maria,Alice,,,,,,,,Hyperlink to Aaron folder,,,
